"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
78,馬公,5,氮氧化物,NOx,ppb,2023-10-29,1.6
78,馬公,4,懸浮微粒,PM10,μg/m3,2023-10-29,14
78,馬公,3,臭氧,O3,ppb,2023-10-29,52.8
78,馬公,2,一氧化碳,CO,ppm,2023-10-29,0.15
78,馬公,1,二氧化硫,SO2,ppb,2023-10-29,0.8
77,金門,143,小時風速值,WS_HR,m/sec,2023-10-29,1.2
77,金門,38,相對濕度,RH,%,2023-10-29,70
77,金門,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,15.2
77,金門,31,甲烷,CH4,ppm,2023-10-29,2.2
77,金門,14,溫度,AMB_TEMP,℃,2023-10-29,23.7
77,金門,10,風速,WIND_SPEED,m/sec,2023-10-29,1.7
77,金門,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.04
77,金門,8,總碳氫化物,THC,ppm,2023-10-29,2.24
77,金門,7,二氧化氮,NO2,ppb,2023-10-29,6
77,金門,6,一氧化氮,NO,ppb,2023-10-29,0.3
77,金門,5,氮氧化物,NOx,ppb,2023-10-29,6.4
77,金門,4,懸浮微粒,PM10,μg/m3,2023-10-29,35
77,金門,3,臭氧,O3,ppb,2023-10-29,54.7
77,金門,2,一氧化碳,CO,ppm,2023-10-29,0.26
77,金門,1,二氧化硫,SO2,ppb,2023-10-29,1.7
75,馬祖,143,小時風速值,WS_HR,m/sec,2023-10-29,1.3
75,馬祖,38,相對濕度,RH,%,2023-10-29,69
75,馬祖,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,10.4
75,馬祖,31,甲烷,CH4,ppm,2023-10-29,1.97
75,馬祖,14,溫度,AMB_TEMP,℃,2023-10-29,22.2
75,馬祖,10,風速,WIND_SPEED,m/sec,2023-10-29,1.8
75,馬祖,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.01
75,馬祖,8,總碳氫化物,THC,ppm,2023-10-29,1.99
75,馬祖,7,二氧化氮,NO2,ppb,2023-10-29,3.5
75,馬祖,6,一氧化氮,NO,ppb,2023-10-29,0.3
75,馬祖,5,氮氧化物,NOx,ppb,2023-10-29,3.8
75,馬祖,4,懸浮微粒,PM10,μg/m3,2023-10-29,25
75,馬祖,3,臭氧,O3,ppb,2023-10-29,51.2
75,馬祖,2,一氧化碳,CO,ppm,2023-10-29,0.17
75,馬祖,1,二氧化硫,SO2,ppb,2023-10-29,1.1
72,埔里,143,小時風速值,WS_HR,m/sec,2023-10-29,1
72,埔里,38,相對濕度,RH,%,2023-10-29,82
72,埔里,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,25.1
72,埔里,31,甲烷,CH4,ppm,2023-10-29,2.17
72,埔里,14,溫度,AMB_TEMP,℃,2023-10-29,23.8
72,埔里,10,風速,WIND_SPEED,m/sec,2023-10-29,1.3
72,埔里,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.05
72,埔里,8,總碳氫化物,THC,ppm,2023-10-29,2.23
72,埔里,7,二氧化氮,NO2,ppb,2023-10-29,4
72,埔里,6,一氧化氮,NO,ppb,2023-10-29,1.2
72,埔里,5,氮氧化物,NOx,ppb,2023-10-29,5.3
72,埔里,4,懸浮微粒,PM10,μg/m3,2023-10-29,37
72,埔里,3,臭氧,O3,ppb,2023-10-29,31.1
72,埔里,2,一氧化碳,CO,ppm,2023-10-29,0.32
72,埔里,1,二氧化硫,SO2,ppb,2023-10-29,1
71,復興,143,小時風速值,WS_HR,m/sec,2023-10-29,0.3
71,復興,38,相對濕度,RH,%,2023-10-29,72
71,復興,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,20.7
71,復興,31,甲烷,CH4,ppm,2023-10-29,2.14
71,復興,14,溫度,AMB_TEMP,℃,2023-10-29,27.1
71,復興,10,風速,WIND_SPEED,m/sec,2023-10-29,0.6
71,復興,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.07
71,復興,8,總碳氫化物,THC,ppm,2023-10-29,2.22
71,復興,7,二氧化氮,NO2,ppb,2023-10-29,11.2
71,復興,6,一氧化氮,NO,ppb,2023-10-29,1.5
71,復興,5,氮氧化物,NOx,ppb,2023-10-29,12.8
71,復興,4,懸浮微粒,PM10,μg/m3,2023-10-29,36
69,竹山,31,甲烷,CH4,ppm,2023-10-29,2.11
69,竹山,14,溫度,AMB_TEMP,℃,2023-10-29,25
69,竹山,10,風速,WIND_SPEED,m/sec,2023-10-29,1
69,竹山,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.04
69,竹山,8,總碳氫化物,THC,ppm,2023-10-29,2.15
69,竹山,7,二氧化氮,NO2,ppb,2023-10-29,7.4
69,竹山,6,一氧化氮,NO,ppb,2023-10-29,0.8
69,竹山,5,氮氧化物,NOx,ppb,2023-10-29,8.3
69,竹山,4,懸浮微粒,PM10,μg/m3,2023-10-29,44
45,安南,31,甲烷,CH4,ppm,2023-10-29,2.19
85,大城,143,小時風速值,WS_HR,m/sec,2023-10-29,3.6
83,麥寮,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.02
80,關山,4,懸浮微粒,PM10,μg/m3,2023-10-29,15
80,關山,3,臭氧,O3,ppb,2023-10-29,38.9
80,關山,2,一氧化碳,CO,ppm,2023-10-29,0.19
80,關山,1,二氧化硫,SO2,ppb,2023-10-29,1.2
78,馬公,143,小時風速值,WS_HR,m/sec,2023-10-29,4.5
78,馬公,38,相對濕度,RH,%,2023-10-29,70
78,馬公,6,一氧化氮,NO,ppb,2023-10-29,0
71,復興,3,臭氧,O3,ppb,2023-10-29,43.7
71,復興,2,一氧化碳,CO,ppm,2023-10-29,0.41
71,復興,1,二氧化硫,SO2,ppb,2023-10-29,1.3
70,永和,143,小時風速值,WS_HR,m/sec,2023-10-29,1.5
70,永和,38,相對濕度,RH,%,2023-10-29,67
70,永和,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,10.7
70,永和,31,甲烷,CH4,ppm,2023-10-29,2.02
70,永和,14,溫度,AMB_TEMP,℃,2023-10-29,23.3
70,永和,10,風速,WIND_SPEED,m/sec,2023-10-29,1.8
70,永和,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.03
70,永和,8,總碳氫化物,THC,ppm,2023-10-29,2.04
70,永和,7,二氧化氮,NO2,ppb,2023-10-29,7.8
70,永和,6,一氧化氮,NO,ppb,2023-10-29,1.8
70,永和,5,氮氧化物,NOx,ppb,2023-10-29,9.8
70,永和,4,懸浮微粒,PM10,μg/m3,2023-10-29,20
70,永和,3,臭氧,O3,ppb,2023-10-29,40.1
70,永和,2,一氧化碳,CO,ppm,2023-10-29,0.3
70,永和,1,二氧化硫,SO2,ppb,2023-10-29,1.1
69,竹山,143,小時風速值,WS_HR,m/sec,2023-10-29,0.7
69,竹山,38,相對濕度,RH,%,2023-10-29,88
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,30.9
69,竹山,3,臭氧,O3,ppb,2023-10-29,33.6
69,竹山,2,一氧化碳,CO,ppm,2023-10-29,0.3
69,竹山,1,二氧化硫,SO2,ppb,2023-10-29,1.3
68,中壢,143,小時風速值,WS_HR,m/sec,2023-10-29,0.2
68,中壢,38,相對濕度,RH,%,2023-10-29,77
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,8
68,中壢,31,甲烷,CH4,ppm,2023-10-29,2.04
68,中壢,14,溫度,AMB_TEMP,℃,2023-10-29,22.5
68,中壢,10,風速,WIND_SPEED,m/sec,2023-10-29,0.8
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.09
68,中壢,8,總碳氫化物,THC,ppm,2023-10-29,2.14
68,中壢,7,二氧化氮,NO2,ppb,2023-10-29,15.9
68,中壢,6,一氧化氮,NO,ppb,2023-10-29,6.3
68,中壢,5,氮氧化物,NOx,ppb,2023-10-29,22.3
68,中壢,4,懸浮微粒,PM10,μg/m3,2023-10-29,22
68,中壢,3,臭氧,O3,ppb,2023-10-29,33.1
68,中壢,2,一氧化碳,CO,ppm,2023-10-29,0.46
68,中壢,1,二氧化硫,SO2,ppb,2023-10-29,1.7
67,三重,38,相對濕度,RH,%,2023-10-29,73
67,三重,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,9.1
67,三重,31,甲烷,CH4,ppm,2023-10-29,2.17
67,三重,14,溫度,AMB_TEMP,℃,2023-10-29,23.5
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.16
67,三重,8,總碳氫化物,THC,ppm,2023-10-29,2.33
67,三重,7,二氧化氮,NO2,ppb,2023-10-29,25
67,三重,6,一氧化氮,NO,ppb,2023-10-29,20
67,三重,5,氮氧化物,NOx,ppb,2023-10-29,45.1
67,三重,4,懸浮微粒,PM10,μg/m3,2023-10-29,23
67,三重,3,臭氧,O3,ppb,2023-10-29,23.8
67,三重,2,一氧化碳,CO,ppm,2023-10-29,0.69
67,三重,1,二氧化硫,SO2,ppb,2023-10-29,1
66,冬山,143,小時風速值,WS_HR,m/sec,2023-10-29,0.4
66,冬山,38,相對濕度,RH,%,2023-10-29,96
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,7.2
66,冬山,14,溫度,AMB_TEMP,℃,2023-10-29,20.9
66,冬山,10,風速,WIND_SPEED,m/sec,2023-10-29,0.4
66,冬山,7,二氧化氮,NO2,ppb,2023-10-29,6.2
66,冬山,6,一氧化氮,NO,ppb,2023-10-29,1.6
66,冬山,5,氮氧化物,NOx,ppb,2023-10-29,7.9
66,冬山,4,懸浮微粒,PM10,μg/m3,2023-10-29,20
66,冬山,3,臭氧,O3,ppb,2023-10-29,29.5
66,冬山,2,一氧化碳,CO,ppm,2023-10-29,0.23
66,冬山,1,二氧化硫,SO2,ppb,2023-10-29,0.7
65,宜蘭,143,小時風速值,WS_HR,m/sec,2023-10-29,0.5
65,宜蘭,38,相對濕度,RH,%,2023-10-29,84
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,9.6
65,宜蘭,31,甲烷,CH4,ppm,2023-10-29,2.06
65,宜蘭,14,溫度,AMB_TEMP,℃,2023-10-29,21.8
65,宜蘭,10,風速,WIND_SPEED,m/sec,2023-10-29,0.9
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.03
65,宜蘭,8,總碳氫化物,THC,ppm,2023-10-29,2.09
65,宜蘭,7,二氧化氮,NO2,ppb,2023-10-29,3
65,宜蘭,6,一氧化氮,NO,ppb,2023-10-29,0.5
65,宜蘭,5,氮氧化物,NOx,ppb,2023-10-29,3.6
65,宜蘭,4,懸浮微粒,PM10,μg/m3,2023-10-29,16
65,宜蘭,3,臭氧,O3,ppb,2023-10-29,37.3
65,宜蘭,2,一氧化碳,CO,ppm,2023-10-29,0.17
65,宜蘭,1,二氧化硫,SO2,ppb,2023-10-29,1.4
64,陽明,38,相對濕度,RH,%,2023-10-29,96
64,陽明,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,4.1
64,陽明,14,溫度,AMB_TEMP,℃,2023-10-29,15.8
64,陽明,10,風速,WIND_SPEED,m/sec,2023-10-29,3.7
64,陽明,7,二氧化氮,NO2,ppb,2023-10-29,0.9
64,陽明,6,一氧化氮,NO,ppb,2023-10-29,0.4
64,陽明,5,氮氧化物,NOx,ppb,2023-10-29,1.3
64,陽明,4,懸浮微粒,PM10,μg/m3,2023-10-29,12
64,陽明,3,臭氧,O3,ppb,2023-10-29,50.2
64,陽明,2,一氧化碳,CO,ppm,2023-10-29,0.16
64,陽明,1,二氧化硫,SO2,ppb,2023-10-29,0.8
63,花蓮,143,小時風速值,WS_HR,m/sec,2023-10-29,1.5
63,花蓮,38,相對濕度,RH,%,2023-10-29,85
63,花蓮,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,6.7
63,花蓮,32,降雨強度,RAIN_INT,㎜,2023-10-29,0
63,花蓮,31,甲烷,CH4,ppm,2023-10-29,1.96
63,花蓮,14,溫度,AMB_TEMP,℃,2023-10-29,23.1
63,花蓮,10,風速,WIND_SPEED,m/sec,2023-10-29,1.9
63,花蓮,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.01
63,花蓮,8,總碳氫化物,THC,ppm,2023-10-29,1.97
63,花蓮,7,二氧化氮,NO2,ppb,2023-10-29,4.4
63,花蓮,6,一氧化氮,NO,ppb,2023-10-29,0.9
63,花蓮,5,氮氧化物,NOx,ppb,2023-10-29,5.4
63,花蓮,4,懸浮微粒,PM10,μg/m3,2023-10-29,17
63,花蓮,3,臭氧,O3,ppb,2023-10-29,39.7
63,花蓮,2,一氧化碳,CO,ppm,2023-10-29,0.25
63,花蓮,1,二氧化硫,SO2,ppb,2023-10-29,0.4
62,臺東,143,小時風速值,WS_HR,m/sec,2023-10-29,1.1
62,臺東,38,相對濕度,RH,%,2023-10-29,71
62,臺東,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,5.1
62,臺東,31,甲烷,CH4,ppm,2023-10-29,2
62,臺東,14,溫度,AMB_TEMP,℃,2023-10-29,24.7
62,臺東,10,風速,WIND_SPEED,m/sec,2023-10-29,1.3
62,臺東,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.01
62,臺東,8,總碳氫化物,THC,ppm,2023-10-29,2.02
62,臺東,7,二氧化氮,NO2,ppb,2023-10-29,3.4
62,臺東,6,一氧化氮,NO,ppb,2023-10-29,0.8
62,臺東,5,氮氧化物,NOx,ppb,2023-10-29,4.3
62,臺東,4,懸浮微粒,PM10,μg/m3,2023-10-29,16
62,臺東,3,臭氧,O3,ppb,2023-10-29,45.1
62,臺東,2,一氧化碳,CO,ppm,2023-10-29,0.18
62,臺東,1,二氧化硫,SO2,ppb,2023-10-29,0.7
61,恆春,143,小時風速值,WS_HR,m/sec,2023-10-29,7.4
61,恆春,38,相對濕度,RH,%,2023-10-29,83
61,恆春,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,2.8
61,恆春,32,降雨強度,RAIN_INT,㎜,2023-10-29,0
61,恆春,14,溫度,AMB_TEMP,℃,2023-10-29,25.1
61,恆春,10,風速,WIND_SPEED,m/sec,2023-10-29,7.5
61,恆春,7,二氧化氮,NO2,ppb,2023-10-29,0.4
61,恆春,6,一氧化氮,NO,ppb,2023-10-29,0.5
61,恆春,5,氮氧化物,NOx,ppb,2023-10-29,1
61,恆春,4,懸浮微粒,PM10,μg/m3,2023-10-29,10
61,恆春,3,臭氧,O3,ppb,2023-10-29,51.6
61,恆春,2,一氧化碳,CO,ppm,2023-10-29,0.14
61,恆春,1,二氧化硫,SO2,ppb,2023-10-29,0.9
60,潮州,143,小時風速值,WS_HR,m/sec,2023-10-29,1
60,潮州,38,相對濕度,RH,%,2023-10-29,80
60,潮州,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,14.5
60,潮州,31,甲烷,CH4,ppm,2023-10-29,2.18
60,潮州,14,溫度,AMB_TEMP,℃,2023-10-29,25.9
60,潮州,10,風速,WIND_SPEED,m/sec,2023-10-29,1.2
60,潮州,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.01
60,潮州,8,總碳氫化物,THC,ppm,2023-10-29,2.19
60,潮州,7,二氧化氮,NO2,ppb,2023-10-29,3.9
60,潮州,6,一氧化氮,NO,ppb,2023-10-29,0.2
60,潮州,5,氮氧化物,NOx,ppb,2023-10-29,4.2
60,潮州,4,懸浮微粒,PM10,μg/m3,2023-10-29,28
60,潮州,3,臭氧,O3,ppb,2023-10-29,38.2
60,潮州,2,一氧化碳,CO,ppm,2023-10-29,0.22
60,潮州,1,二氧化硫,SO2,ppb,2023-10-29,0.8
59,屏東,143,小時風速值,WS_HR,m/sec,2023-10-29,0.7
59,屏東,38,相對濕度,RH,%,2023-10-29,71
59,屏東,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,23
59,屏東,31,甲烷,CH4,ppm,2023-10-29,2.22
59,屏東,14,溫度,AMB_TEMP,℃,2023-10-29,26.8
59,屏東,10,風速,WIND_SPEED,m/sec,2023-10-29,0.8
59,屏東,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.06
59,屏東,8,總碳氫化物,THC,ppm,2023-10-29,2.27
59,屏東,7,二氧化氮,NO2,ppb,2023-10-29,8.3
59,屏東,6,一氧化氮,NO,ppb,2023-10-29,0.7
59,屏東,5,氮氧化物,NOx,ppb,2023-10-29,9.1
59,屏東,4,懸浮微粒,PM10,μg/m3,2023-10-29,42
59,屏東,3,臭氧,O3,ppb,2023-10-29,45.8
59,屏東,2,一氧化碳,CO,ppm,2023-10-29,0.32
59,屏東,1,二氧化硫,SO2,ppb,2023-10-29,1.4
58,小港,143,小時風速值,WS_HR,m/sec,2023-10-29,1.3
58,小港,38,相對濕度,RH,%,2023-10-29,74
58,小港,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,21.2
58,小港,31,甲烷,CH4,ppm,2023-10-29,2.15
58,小港,14,溫度,AMB_TEMP,℃,2023-10-29,27.4
58,小港,10,風速,WIND_SPEED,m/sec,2023-10-29,1.7
58,小港,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.07
58,小港,8,總碳氫化物,THC,ppm,2023-10-29,2.22
58,小港,7,二氧化氮,NO2,ppb,2023-10-29,10.6
58,小港,6,一氧化氮,NO,ppb,2023-10-29,0.8
58,小港,5,氮氧化物,NOx,ppb,2023-10-29,11.5
58,小港,4,懸浮微粒,PM10,μg/m3,2023-10-29,34
58,小港,3,臭氧,O3,ppb,2023-10-29,44.2
58,小港,2,一氧化碳,CO,ppm,2023-10-29,0.31
58,小港,1,二氧化硫,SO2,ppb,2023-10-29,1.4
57,前鎮,143,小時風速值,WS_HR,m/sec,2023-10-29,0.8
57,前鎮,38,相對濕度,RH,%,2023-10-29,73
57,前鎮,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,17.7
57,前鎮,31,甲烷,CH4,ppm,2023-10-29,2.06
57,前鎮,14,溫度,AMB_TEMP,℃,2023-10-29,27.3
57,前鎮,10,風速,WIND_SPEED,m/sec,2023-10-29,0.9
57,前鎮,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.07
57,前鎮,8,總碳氫化物,THC,ppm,2023-10-29,2.14
57,前鎮,7,二氧化氮,NO2,ppb,2023-10-29,13
57,前鎮,6,一氧化氮,NO,ppb,2023-10-29,1.5
57,前鎮,5,氮氧化物,NOx,ppb,2023-10-29,14.6
57,前鎮,4,懸浮微粒,PM10,μg/m3,2023-10-29,37
57,前鎮,3,臭氧,O3,ppb,2023-10-29,42.5
57,前鎮,2,一氧化碳,CO,ppm,2023-10-29,0.36
57,前鎮,1,二氧化硫,SO2,ppb,2023-10-29,1.8
56,前金,143,小時風速值,WS_HR,m/sec,2023-10-29,1.4
56,前金,38,相對濕度,RH,%,2023-10-29,72
56,前金,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,20.3
56,前金,31,甲烷,CH4,ppm,2023-10-29,2.09
56,前金,14,溫度,AMB_TEMP,℃,2023-10-29,27.1
56,前金,10,風速,WIND_SPEED,m/sec,2023-10-29,1.6
56,前金,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.06
56,前金,8,總碳氫化物,THC,ppm,2023-10-29,2.15
56,前金,7,二氧化氮,NO2,ppb,2023-10-29,8.3
56,前金,6,一氧化氮,NO,ppb,2023-10-29,1.1
56,前金,5,氮氧化物,NOx,ppb,2023-10-29,9.4
56,前金,4,懸浮微粒,PM10,μg/m3,2023-10-29,42
56,前金,3,臭氧,O3,ppb,2023-10-29,46.8
56,前金,2,一氧化碳,CO,ppm,2023-10-29,0.34
56,前金,1,二氧化硫,SO2,ppb,2023-10-29,0.9
54,左營,143,小時風速值,WS_HR,m/sec,2023-10-29,1.4
54,左營,38,相對濕度,RH,%,2023-10-29,74
54,左營,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,25.2
54,左營,31,甲烷,CH4,ppm,2023-10-29,2.08
54,左營,14,溫度,AMB_TEMP,℃,2023-10-29,26.7
54,左營,10,風速,WIND_SPEED,m/sec,2023-10-29,1.5
54,左營,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.1
54,左營,8,總碳氫化物,THC,ppm,2023-10-29,2.19
54,左營,7,二氧化氮,NO2,ppb,2023-10-29,10
54,左營,6,一氧化氮,NO,ppb,2023-10-29,1
54,左營,5,氮氧化物,NOx,ppb,2023-10-29,11.2
54,左營,4,懸浮微粒,PM10,μg/m3,2023-10-29,40
54,左營,3,臭氧,O3,ppb,2023-10-29,47
54,左營,2,一氧化碳,CO,ppm,2023-10-29,0.32
54,左營,1,二氧化硫,SO2,ppb,2023-10-29,2
53,楠梓,143,小時風速值,WS_HR,m/sec,2023-10-29,1.1
53,楠梓,38,相對濕度,RH,%,2023-10-29,62
53,楠梓,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,19.8
53,楠梓,31,甲烷,CH4,ppm,2023-10-29,2.16
53,楠梓,14,溫度,AMB_TEMP,℃,2023-10-29,26.8
53,楠梓,10,風速,WIND_SPEED,m/sec,2023-10-29,1.3
53,楠梓,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.08
53,楠梓,8,總碳氫化物,THC,ppm,2023-10-29,2.25
53,楠梓,7,二氧化氮,NO2,ppb,2023-10-29,9.8
53,楠梓,6,一氧化氮,NO,ppb,2023-10-29,0.4
53,楠梓,5,氮氧化物,NOx,ppb,2023-10-29,10.3
53,楠梓,4,懸浮微粒,PM10,μg/m3,2023-10-29,40
53,楠梓,3,臭氧,O3,ppb,2023-10-29,43.9
53,楠梓,2,一氧化碳,CO,ppm,2023-10-29,0.28
53,楠梓,1,二氧化硫,SO2,ppb,2023-10-29,1.6
52,林園,143,小時風速值,WS_HR,m/sec,2023-10-29,1.3
52,林園,38,相對濕度,RH,%,2023-10-29,74
52,林園,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,20.1
52,林園,31,甲烷,CH4,ppm,2023-10-29,2.27
52,林園,14,溫度,AMB_TEMP,℃,2023-10-29,27.3
52,林園,10,風速,WIND_SPEED,m/sec,2023-10-29,1.4
52,林園,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.04
52,林園,8,總碳氫化物,THC,ppm,2023-10-29,2.33
52,林園,7,二氧化氮,NO2,ppb,2023-10-29,5.2
52,林園,6,一氧化氮,NO,ppb,2023-10-29,0.9
52,林園,5,氮氧化物,NOx,ppb,2023-10-29,6.1
52,林園,4,懸浮微粒,PM10,μg/m3,2023-10-29,43
52,林園,3,臭氧,O3,ppb,2023-10-29,45.7
52,林園,2,一氧化碳,CO,ppm,2023-10-29,0.28
52,林園,1,二氧化硫,SO2,ppb,2023-10-29,1.2
51,大寮,143,小時風速值,WS_HR,m/sec,2023-10-29,0.7
51,大寮,38,相對濕度,RH,%,2023-10-29,79
51,大寮,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,23
51,大寮,31,甲烷,CH4,ppm,2023-10-29,2.19
51,大寮,14,溫度,AMB_TEMP,℃,2023-10-29,26.9
51,大寮,10,風速,WIND_SPEED,m/sec,2023-10-29,0.9
51,大寮,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.06
51,大寮,8,總碳氫化物,THC,ppm,2023-10-29,2.27
51,大寮,7,二氧化氮,NO2,ppb,2023-10-29,10.3
51,大寮,6,一氧化氮,NO,ppb,2023-10-29,1.2
51,大寮,5,氮氧化物,NOx,ppb,2023-10-29,11.6
51,大寮,4,懸浮微粒,PM10,μg/m3,2023-10-29,44
51,大寮,3,臭氧,O3,ppb,2023-10-29,38.4
51,大寮,2,一氧化碳,CO,ppm,2023-10-29,0.33
51,大寮,1,二氧化硫,SO2,ppb,2023-10-29,1.7
50,鳳山,143,小時風速值,WS_HR,m/sec,2023-10-29,0.3
50,鳳山,38,相對濕度,RH,%,2023-10-29,70
50,鳳山,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,21
50,鳳山,31,甲烷,CH4,ppm,2023-10-29,2.15
50,鳳山,14,溫度,AMB_TEMP,℃,2023-10-29,27.5
50,鳳山,10,風速,WIND_SPEED,m/sec,2023-10-29,0.6
50,鳳山,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.12
50,鳳山,8,總碳氫化物,THC,ppm,2023-10-29,2.27
50,鳳山,7,二氧化氮,NO2,ppb,2023-10-29,11.4
50,鳳山,6,一氧化氮,NO,ppb,2023-10-29,1.7
50,鳳山,5,氮氧化物,NOx,ppb,2023-10-29,13.3
50,鳳山,4,懸浮微粒,PM10,μg/m3,2023-10-29,38
50,鳳山,3,臭氧,O3,ppb,2023-10-29,43.9
50,鳳山,2,一氧化碳,CO,ppm,2023-10-29,0.45
50,鳳山,1,二氧化硫,SO2,ppb,2023-10-29,1.8
49,仁武,143,小時風速值,WS_HR,m/sec,2023-10-29,1.1
49,仁武,38,相對濕度,RH,%,2023-10-29,68
49,仁武,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,19.7
49,仁武,31,甲烷,CH4,ppm,2023-10-29,2.11
49,仁武,14,溫度,AMB_TEMP,℃,2023-10-29,26.5
49,仁武,10,風速,WIND_SPEED,m/sec,2023-10-29,1.3
49,仁武,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.07
49,仁武,8,總碳氫化物,THC,ppm,2023-10-29,2.18
49,仁武,7,二氧化氮,NO2,ppb,2023-10-29,9.7
49,仁武,6,一氧化氮,NO,ppb,2023-10-29,0.3
49,仁武,5,氮氧化物,NOx,ppb,2023-10-29,10
49,仁武,4,懸浮微粒,PM10,μg/m3,2023-10-29,38
49,仁武,3,臭氧,O3,ppb,2023-10-29,44
49,仁武,2,一氧化碳,CO,ppm,2023-10-29,0.32
49,仁武,1,二氧化硫,SO2,ppb,2023-10-29,1.7
48,橋頭,143,小時風速值,WS_HR,m/sec,2023-10-29,0.6
48,橋頭,38,相對濕度,RH,%,2023-10-29,73
48,橋頭,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,24.4
48,橋頭,31,甲烷,CH4,ppm,2023-10-29,2.14
48,橋頭,14,溫度,AMB_TEMP,℃,2023-10-29,26.9
48,橋頭,10,風速,WIND_SPEED,m/sec,2023-10-29,0.7
48,橋頭,9,非甲烷碳氫化合物,NMHC,ppm,2023-10-29,0.04
48,橋頭,8,總碳氫化物,THC,ppm,2023-10-29,2.18
48,橋頭,7,二氧化氮,NO2,ppb,2023-10-29,9
48,橋頭,6,一氧化氮,NO,ppb,2023-10-29,0.7
48,橋頭,5,氮氧化物,NOx,ppb,2023-10-29,9.8
48,橋頭,4,懸浮微粒,PM10,μg/m3,2023-10-29,38
48,橋頭,3,臭氧,O3,ppb,2023-10-29,42.1
48,橋頭,2,一氧化碳,CO,ppm,2023-10-29,0.3
48,橋頭,1,二氧化硫,SO2,ppb,2023-10-29,1.1
47,美濃,143,小時風速值,WS_HR,m/sec,2023-10-29,0.6
47,美濃,38,相對濕度,RH,%,2023-10-29,82
47,美濃,33,細懸浮微粒,PM2.5,μg/m3,2023-10-29,19.4
47,美濃,14,溫度,AMB_TEMP,℃,2023-10-29,26.4
47,美濃,10,風速,WIND_SPEED,m/sec,2023-10-29,0.8
47,美濃,7,二氧化氮,NO2,ppb,2023-10-29,5
47,美濃,6,一氧化氮,NO,ppb,2023-10-29,0.3
47,美濃,5,氮氧化物,NOx,ppb,2023-10-29,5.4
47,美濃,4,懸浮微粒,PM10,μg/m3,2023-10-29,33
47,美濃,3,臭氧,O3,ppb,2023-10-29,40.6
47,美濃,2,一氧化碳,CO,ppm,2023-10-29,0.28
47,美濃,1,二氧化硫,SO2,ppb,2023-10-29,1.3
